"userID","itemID","styleID","rating"
235,47694,14879,3.5
235,46634,14338,4
235,429,1,3
235,47695,14879,4.5
235,24905,1199,4.5
235,25656,9020,3
235,47541,9020,3.5
235,36862,14879,3.5
235,40765,16791,3.5
235,727,263,3.5
235,52211,14879,4.5
235,20818,1075,5
235,35717,365,3.5
235,29687,395,4.5
235,20893,9020,4
235,33624,14879,4
235,5441,1199,4.5
235,39299,3268,3.5
235,40153,14879,4
235,17538,1199,3.5
235,961,365,3.5
235,54134,14879,4
235,40176,12224,2.5
235,45991,365,3.5
3399,7463,1199,4
3399,25382,394,4
3399,429,1,4
3399,36270,10541,3.5
3399,33644,14879,4.5
3399,34146,1199,4
3399,19960,1199,5
6514,1598,60,2
4505,11757,1199,3.5
4505,727,263,3
6774,21556,568,3.5
6774,11963,3403,4
6774,18293,3403,3.5
6774,14348,1,3
6774,23729,3403,4
6774,37619,3351,4
6774,11328,1417,3
6774,17160,807,4
6774,20310,3403,3.5
6774,4904,1417,3.5
6774,5761,807,3
6774,727,263,4.5
6774,23660,7104,4
6774,19274,1,3
6774,8203,807,4
6774,12197,1417,4
6774,23599,807,4
6774,429,1,3
6774,1414,163,3
6774,1018,263,4
6774,10265,3351,2
6774,33445,3403,3.5
1724,429,1,4
1724,27597,765,2
1724,727,263,4
1724,3824,1417,3
1724,58540,765,2.5
1724,2784,765,3.5
1724,22907,453,2.5
1724,3606,1315,2.5
1724,41315,765,2.5
1724,11709,577,4
1724,3939,1417,3.5
1724,27596,765,2
1724,11456,577,3.5
1724,1557,577,3.5
2116,3824,1417,2
5088,3606,1315,4.5
5088,4372,1386,4
5088,25414,1075,4.5
5088,49864,1386,5
5088,5537,1315,4.5
5088,1018,263,4
5088,11493,5313,2
5088,5487,2098,4
5088,4373,1386,5
6933,21521,2055,5
4419,35036,1199,4
4419,43312,394,4
4419,6769,1315,4
4419,5411,394,4.5
4419,1621,394,4
4419,19960,1199,4.5
4419,5441,1199,4.5
4419,33644,14879,4.5
4419,7463,1199,4.5
4419,11757,1199,4.5
4419,34146,1199,5
4419,36670,394,4
7409,24905,1199,4
7409,21822,1199,4
6224,35064,15527,3
4540,10784,1075,4.5
4540,25414,1075,4
4540,19960,1199,5
4540,11757,1199,4.5
976,17538,1199,5
5587,178,60,3
1628,7463,1199,4.5
4516,429,1,4
4516,436,163,2
4516,1550,394,4
4516,1622,394,3.5
7626,17538,1199,3
6744,28951,13397,4
6744,37518,14879,3.5
6744,33644,14879,4
777,11757,1199,5
6028,17538,1199,3
6028,23474,1199,4
6028,5972,395,4.5
165,19960,1199,5
165,8422,3282,4
165,21822,1199,4.5
165,7693,3282,4
7430,1622,394,2.5
7430,5411,394,4
7430,9906,394,4
3632,43312,394,4
5287,23474,1199,4.5
5287,16638,3268,4.5
5287,28350,3268,5
5287,45820,3268,4.5
5287,11757,1199,4.5
5287,7675,3268,3
5287,16074,1199,4.5
5287,5441,1199,4.5
921,52211,14879,4.5
921,7463,1199,4
921,727,263,4
921,33644,14879,4.5
921,57110,14879,4.5
921,6523,14,4
2194,34146,1199,4
2194,54731,263,3
2194,429,1,3.5
2194,7463,1199,4
2194,17538,1199,4
2194,35036,1199,4
2194,60511,1199,4
2194,39299,3268,4
2194,11757,1199,4
2194,16074,1199,4.5
2194,24059,3268,3
2194,8422,3282,4
2194,5441,1199,4.5
2194,24905,1199,4
2194,7694,3282,3.5
2194,19960,1199,5
2194,28350,3268,4.5
5554,4073,1199,4
5554,5441,1199,4.5
5554,16638,3268,3
5554,20478,1199,4
5554,11757,1199,4.5
5554,1550,394,3.5
5554,24905,1199,4.5
5554,34146,1199,4
2429,429,1,4.5
5237,7463,1199,4
5237,1525,568,4
5237,10265,3351,2.5
5237,436,163,3.5
5237,727,263,3.5
5237,1123,395,4.5
5237,4872,1068,3.5
5237,20891,568,3.5
5237,4073,1199,4
5237,33644,14879,4.5
5237,1554,568,4
5237,1542,576,3
5237,429,1,4.5
5237,3939,1417,4
5237,178,60,3.5
5237,3824,1417,2
5237,1521,568,3.5
5237,5481,2100,3.5
5237,26201,453,3.5
5237,16074,1199,4.5
5237,1504,568,4.5
2506,5441,1199,4
2506,11757,1199,3
2506,16074,1199,4
2506,34146,1199,4
2506,7463,1199,4
3184,21822,1199,4.5
3184,34146,1199,4.5
2601,19960,1199,3.5
2601,17538,1199,3.5
2601,429,1,3
2601,16115,1199,4.5
2601,16074,1199,3
2601,6523,14,4
2601,11757,1199,4
2601,515,14,3.5
2601,33644,14879,4
2601,23474,1199,4.5
2601,1504,568,3.5
2601,16073,1199,3.5
2601,2599,14,3.5
2601,454,14,3.5
2601,21704,263,4
2601,16083,14,3.5
2601,31703,14,4.5
2601,1324,263,4
2601,47695,14879,3.5
5035,7348,1199,4
5035,11757,1199,4.5
5035,48911,1199,4
5035,20539,394,4
5035,23474,1199,4.5
5035,24905,1199,3
5035,7463,1199,4
8168,4373,1386,4.5
1026,3939,1417,4
1026,41778,10541,4
1026,16074,1199,3.5
1026,7348,1199,4.5
1026,9118,1303,4
1026,11757,1199,4.5
1026,4904,1417,4.5
1026,3824,1417,4
1026,7463,1199,3.5
5731,5487,2098,4
6271,19960,1199,4.5
1188,7348,1199,4.5
1188,19960,1199,5
1188,48911,1199,3.5
1188,62921,14879,4
1188,69461,14879,4.5
1188,25852,1199,4.5
1188,21822,1199,4
1188,35036,1199,4
1188,5441,1199,4
1188,16074,1199,4
1188,17538,1199,4.5
1188,4073,1199,3.5
1188,58053,395,3.5
1188,24905,1199,4
1188,7463,1199,4
1188,34146,1199,4
7946,6523,14,4.5
7946,7694,3282,3.5
4506,19960,1199,4.5
4506,727,263,4
4506,11757,1199,4
234,52211,14879,4
5220,34146,1199,4
5220,21822,1199,3.5
5220,11757,1199,3.5
5220,7348,1199,4.5
5220,20478,1199,2
5220,17538,1199,4.5
5220,5441,1199,3.5
5220,35036,1199,4
3512,11757,1199,4
458,7694,3282,4
4325,429,1,4.5
1857,57110,14879,5
5852,727,263,5
2022,34146,1199,4
4498,21822,1199,4
4498,1622,394,4
4498,35036,1199,5
4498,5441,1199,4.5
4498,3365,395,3.5
4498,9906,394,3.5
4498,29687,395,3.5
4498,429,1,2
4498,25382,394,2.5
4498,34146,1199,4
4498,436,163,1
4498,11757,1199,4.5
2154,19960,1199,5
6537,35064,15527,2.5
1008,5441,1199,4
1008,26352,2100,2.5
1008,7348,1199,4
1008,11757,1199,2.5
1008,53906,14365,4
1008,48911,1199,2
1008,53129,14365,4.5
1008,20470,394,4
1008,53129,14365,4.5
1008,19960,1199,3
1008,24905,1199,4.5
1008,37518,14879,4
1008,7463,1199,3.5
1008,52211,14879,4
1008,35036,1199,4
1008,16074,1199,5
1008,33644,14879,4
1008,17538,1199,4
1008,34146,1199,4
1008,55900,1199,3.5
1008,73941,14365,4
1008,20478,1199,4.5
1008,21822,1199,4
1008,1324,263,4
1008,25852,1199,2.5
6259,11757,1199,4.5
6259,13289,1454,4.5
6259,17538,1199,3.5
6259,13289,1454,4.5
6259,4073,1199,4.5
6259,24905,1199,3
6259,29687,395,2.5
4352,34146,1199,3
2332,34146,1199,3.5
1144,5441,1199,4.5
4937,7675,3268,4.5
239,34146,1199,4
239,4786,1315,3.5
239,20478,1199,4.5
239,56887,3268,4
4477,11757,1199,5
1127,11757,1199,5
1127,34146,1199,4
1127,5441,1199,4.5
4092,41843,14338,4.5
1717,35064,15527,4
5867,4904,1417,4.5
5817,429,1,3.5
1332,24059,3268,3.5
1332,4073,1199,3.5
1332,28350,3268,4
1332,56887,3268,4
1332,16074,1199,4
1332,65682,3268,4
1332,5441,1199,4
1332,13350,3268,4
1332,7463,1199,5
1332,21822,1199,4.5
1332,7348,1199,4
1332,7675,3268,5
3548,21822,1199,4.5
5242,3824,1417,4
5242,11757,1199,4.5
148,34146,1199,4
1510,5441,1199,4.5
3844,11757,1199,4.5
3844,32374,1386,4
3844,4372,1386,5
3844,13112,936,4
3844,57560,2310,4
312,48047,2554,3
312,429,1,3.5
312,66818,23246,3.5
312,26201,453,2.5
312,29145,263,4
312,727,263,4.5
312,4920,1315,4
312,1324,263,4
8092,727,263,4
6213,7463,1199,4.5
6213,28949,13397,3
6213,20417,395,3.5
6213,35649,3268,4.5
3242,16074,1199,3
3242,1622,394,4
417,74488,765,3
6127,33644,14879,5
6127,16638,3268,4
6127,16074,1199,4.5
6127,42591,16386,4
6127,16115,1199,4.5
6127,17538,1199,3.5
6127,21556,568,4
6127,15203,1497,1.5
6127,19960,1199,3.5
6127,5441,1199,4
6127,21822,1199,4
6127,43108,16386,4
6127,21704,263,4.5
6127,23474,1199,3
6127,11757,1199,4.5
6127,43091,16386,3.5
6127,25852,1199,1.5
6127,20470,394,4
6127,1504,568,4
6127,16073,1199,4
5066,11757,1199,4
5066,19960,1199,4
6212,2572,807,4.5
6212,11328,1417,4.5
6212,10656,5049,3.5
6212,727,263,4
6212,10265,3351,1.5
6212,4904,1417,4.5
6212,429,1,5
6212,9200,4103,3.5
3703,5441,1199,4.5
1071,47658,1199,5
6552,1598,60,4
5329,19960,1199,4.5
8208,4904,1417,4
6918,20470,394,3
5135,35036,1199,4.5
5135,19960,1199,5
5135,2324,394,3
5135,17538,1199,4
5135,7463,1199,4
5135,21822,1199,4
5135,33644,14879,4.5
5135,33662,14879,4
5135,1550,394,4.5
5135,19960,1199,4
5135,20470,394,4
5135,5441,1199,4
5135,24905,1199,4.5
5135,34146,1199,3.5
5135,1557,577,4.5
5135,40028,395,3.5
5135,436,163,3
5135,11757,1199,4.5
5135,45132,14756,5
5135,5481,2100,3.5
5135,34362,394,4
5135,7675,3268,4
5135,43312,394,5
4746,727,263,3.5
4257,7463,1199,4.5
4257,46088,16386,3
4257,24905,1199,3.5
4257,11757,1199,3.5
4257,16074,1199,4
4257,34146,1199,4
4257,3606,1315,4.5
4257,5441,1199,3
4257,48911,1199,3
4257,35036,1199,4.5
285,7463,1199,3
3540,429,1,3.5
4967,11757,1199,5
7768,1599,60,3
6428,3606,1315,5
8207,5916,1,4
5935,20539,394,4.5
532,3824,1417,3
532,54908,12224,3
532,36670,394,3.5
532,34146,1199,4
532,178,60,3
532,51483,9020,4
532,58046,1075,4
532,59125,12224,3
532,47658,1199,5
532,16074,1199,3.5
532,5441,1199,4
532,6029,2414,3
8276,429,1,4.5
8276,1550,394,4
1584,966,365,4.5
4680,45923,395,4
7913,727,263,3
5212,5411,394,5
1687,727,263,4
1687,4904,1417,3.5
1687,54731,263,3.5
1687,16074,1199,4
1687,11757,1199,4
1687,21822,1199,4
1687,436,163,3
1687,429,1,4
1687,1324,263,5
1687,21704,263,3.5
1687,1018,263,3
1687,6769,1315,3.5
1687,36299,4103,2
1687,19960,1199,3.5
1687,63219,23020,3
1687,34146,1199,4
4509,19960,1199,5
6288,41688,394,3.5
4898,49748,7402,3.5
4898,43893,7402,3
963,20478,1199,4
7938,4904,1417,3.5
6010,17538,1199,3.5
1044,45923,395,3.5
1044,34146,1199,4.5
1044,7463,1199,3.5
1044,40028,395,4
1044,19960,1199,4.5
6406,23474,1199,4.5
6384,429,1,5
4335,7675,3268,3.5
4335,28350,3268,3.5
8028,2324,394,3.5
2732,35036,1199,4
610,11757,1199,5
610,5441,1199,3.5
610,727,263,4.5
610,16074,1199,4
610,7324,395,3
6710,25214,3282,4
6710,1539,574,3.5
6710,11757,1199,4
6710,20204,574,4
6710,16073,1199,3.5
6710,20470,394,4
6710,25181,3282,4.5
6710,1018,263,3
6710,1535,574,3.5
6710,3824,1417,4
8076,3824,1417,3
1465,6029,2414,3
1465,21822,1199,4.5
1465,55900,1199,4
1465,54731,263,4.5
1465,59364,16041,4.5
1465,60511,1199,4
1465,34982,10541,4
1465,29145,263,3.5
1465,5761,807,3.5
1465,11757,1199,5
1465,727,263,4
1465,33644,14879,4.5
1465,48911,1199,4
1465,34146,1199,4
1197,19960,1199,4.5
6676,429,1,5
3575,17538,1199,4
103,11757,1199,4.5
2371,19960,1199,5
2371,35036,1199,4
2371,5441,1199,4
2371,11757,1199,4.5
6494,10656,5049,3.5
5203,3824,1417,4
567,35036,1199,4
1446,17538,1199,4
1446,25852,1199,3.5
1293,58053,395,3
1293,51483,9020,4
1293,5441,1199,4.5
1293,43091,16386,4
1715,21822,1199,4
1715,1525,568,3.5
1715,1622,394,3.5
1715,35036,1199,3.5
1715,16074,1199,4.5
1715,19960,1199,4
1715,3824,1417,4
1715,47658,1199,4
1715,429,1,4.5
1715,20478,1199,4
1715,34146,1199,4
1715,67533,1199,4.5
1715,13350,3268,4.5
1715,20470,394,4
1715,24059,3268,4.5
1715,48911,1199,4
1715,55900,1199,4
1715,41778,10541,3
1715,23474,1199,4
1715,24905,1199,4
1715,11757,1199,4
1715,7675,3268,3.5
1715,51710,1199,4
1715,25382,394,3
1715,37403,1199,3
1715,36270,10541,3.5
1715,28350,3268,4
1715,17538,1199,3.5
1715,4073,1199,3.5
1715,33644,14879,4.5
1715,29145,263,4.5
1715,55702,1199,4
1715,5441,1199,4.5
1715,60511,1199,3.5
1715,7463,1199,3
1715,49237,1199,4
1715,7348,1199,4
1715,20539,394,4
2579,1599,60,3.5
2579,7348,1199,4.5
2579,4073,1199,5
2579,7463,1199,3.5
2579,429,1,3.5
2579,21704,263,3
2579,16074,1199,3.5
2579,175,60,4
2579,429,1,3.5
2579,36670,394,4
2579,20470,394,4
2579,5441,1199,4
2579,20539,394,4.5
2579,19960,1199,4.5
2579,1418,163,3.5
2579,34146,1199,4.5
2579,60511,1199,3.5
4889,1504,568,4
7469,6968,1315,3.5
7469,8555,1315,4
7469,3606,1315,4.5
7469,4014,1315,5
6317,33644,14879,4
6317,16115,1199,4
6317,19960,1199,5
6317,20470,394,4
6317,11757,1199,5
6317,20478,1199,4.5
6317,35036,1199,3.5
6317,16074,1199,5
2176,34146,1199,5
2176,24905,1199,4
5621,20470,394,4.5
5621,20539,394,4
5621,23474,1199,3.5
5621,20478,1199,4
5621,11757,1199,4.5
5621,7348,1199,4.5
5621,7463,1199,4
5621,16074,1199,4
5621,5441,1199,4.5
5621,19960,1199,4.5
6429,1525,568,3.5
4699,11757,1199,3
3278,60511,1199,3
579,28350,3268,4
579,55900,1199,3
579,33644,14879,5
579,19960,1199,4
579,35378,395,1.5
579,67578,395,3
579,45923,395,4.5
579,47658,1199,5
579,20470,394,3.5
579,5441,1199,4
579,11757,1199,4
579,17538,1199,2.5
579,60511,1199,4.5
579,21822,1199,4
579,20539,394,4
579,47658,1199,5
579,1324,263,3.5
579,29687,395,1.5
579,1550,394,4
579,51532,395,3.5
579,25382,394,3.5
579,36670,394,4
579,53779,14879,3.5
579,35036,1199,3.5
2543,9118,1303,2.5
2543,33227,365,3.5
2543,46386,365,2
4170,11757,1199,4
3954,42948,12224,2.5
3292,11757,1199,4
5513,7463,1199,3.5
5513,11757,1199,4
5513,21688,9020,4
5513,25656,9020,4.5
4608,3939,1417,4
5704,7167,1315,4.5
2754,7463,1199,4.5
2754,16074,1199,4
5012,514,14,3
5012,7463,1199,5
5012,17538,1199,2
5012,50411,7601,2
7141,7463,1199,5
6120,1622,394,3.5
6120,5411,394,4
6120,7463,1199,3.5
56,75850,14879,4
5878,727,263,4.5
3203,5441,1199,4.5
3607,57110,14879,4.5
822,52211,14879,4.5
4731,48521,21516,2.5
4731,48555,21516,4.5
4731,48556,21516,4
747,58046,1075,4
5716,3606,1315,4
1684,47658,1199,4.5
2329,19960,1199,4.5
2329,16638,3268,2.5
2329,29145,263,4
2329,21822,1199,4
2329,43893,7402,4
2329,34146,1199,4
2329,33644,14879,4
2329,56887,3268,4
2329,11757,1199,4.5
2329,16074,1199,4
2329,7463,1199,4
2329,7675,3268,3.5
4482,11757,1199,4
6581,429,1,3.5
199,60511,1199,4
199,21822,1199,4
199,20818,1075,4
4218,1123,395,3
6062,429,1,4
3426,16074,1199,4
2123,7463,1199,3
2123,7348,1199,4.5
2123,11757,1199,5
7619,11757,1199,4.5
1112,10784,1075,4
1112,20575,9020,4
1112,60511,1199,4.5
1112,55900,1199,4
1112,35036,1199,4
1112,51483,9020,4.5
1112,52211,14879,4
1112,19960,1199,5
367,20478,1199,4.5
367,24059,3268,4.5
367,60511,1199,3.5
367,47658,1199,5
367,16074,1199,4
367,74654,2188,4
367,48911,1199,3.5
367,34146,1199,4.5
367,25852,1199,4
367,5441,1199,3.5
367,54827,1199,4.5
367,5441,1199,4
367,50714,20268,4
367,74651,2188,4.5
367,11757,1199,5
367,25852,1199,4.5
367,7673,3268,4
367,28350,3268,3.5
367,20893,9020,2.5
367,34146,1199,4
367,33644,14879,5
367,17538,1199,4.5
367,21822,1199,4.5
367,35036,1199,4
367,7675,3268,4
367,74120,20268,3
367,51483,9020,4
367,19960,1199,4.5
367,60511,1199,4.5
367,65682,3268,4.5
367,16638,3268,5
367,35036,1199,4
2727,34146,1199,3
6696,33644,14879,4
541,7348,1199,5
7458,20470,394,3
7458,25414,1075,4
442,57110,14879,4.5
1821,33624,14879,3.5
4033,35573,11203,2.5
7544,11757,1199,4.5
7544,727,263,3.5
7544,16074,1199,4.5
3547,36670,394,4
3547,962,365,3
3547,48525,365,4
3547,429,1,2.5
3547,2106,394,4
3547,20470,394,3
3547,5411,394,3.5
3547,11757,1199,2.5
5886,19960,1199,4
1968,57172,22167,4.5
1968,19960,1199,5
2539,7463,1199,3.5
2652,436,163,1.5
482,13350,3268,3.5
482,16074,1199,5
482,34146,1199,4.5
482,17538,1199,2.5
482,7348,1199,4.5
482,48911,1199,4.5
482,5441,1199,4.5
482,24905,1199,3.5
482,49442,395,4.5
482,7463,1199,4
482,11757,1199,4.5
482,20478,1199,4
482,4073,1199,3.5
6146,7463,1199,3.5
3118,48525,365,4
5337,48148,7402,4.5
5337,3810,1413,3
5337,44161,14,4
5337,48530,7402,3.5
3172,58920,1075,3.5
3172,10784,1075,5
3172,20817,1075,3
5501,34146,1199,4.5
3741,966,365,3.5
3741,19960,1199,4
3741,1622,394,3.5
3741,48911,1199,3.5
1653,2106,394,4
1653,11757,1199,5
4830,960,365,4
3950,11757,1199,3.5
7666,16074,1199,4
7666,10656,5049,3.5
7666,3939,1417,4
7666,3939,1417,4
784,7463,1199,4
784,74657,1199,4
784,17538,1199,4
3195,22907,453,3
3195,27597,765,2
3195,727,263,3.5
3195,27596,765,3
3195,38552,765,3
3195,429,1,4.5
5980,16074,1199,4.5
8257,798,289,1.5
8257,3824,1417,4
8133,429,1,2
2162,5441,1199,3.5
2162,25414,1075,4
2162,966,365,4.5
2162,7463,1199,4
2162,727,263,3.5
2162,41843,14338,3.5
2162,19960,1199,3
2162,21822,1199,4
2162,10784,1075,4.5
2162,24905,1199,1.5
2162,11757,1199,4
2162,4904,1417,4
2162,7348,1199,4.5
2162,20478,1199,3.5
2162,3939,1417,3.5
2162,960,365,4
2162,55900,1199,2
2162,1154,394,4
2162,2572,807,3.5
2162,29687,395,4
2096,21822,1199,3
2096,7348,1199,2
2096,24905,1199,3.5
2096,60511,1199,3.5
2096,35036,1199,3
7679,1504,568,5
7679,5441,1199,4.5
7679,16115,1199,4
7679,21822,1199,3.5
7679,7463,1199,4
7679,17538,1199,2
7679,11757,1199,4
4535,7324,395,3.5
1827,45991,365,3
4631,1324,263,4
4631,429,1,4
5767,25656,9020,2.5
5767,11757,1199,4
5767,19960,1199,4.5
5767,28350,3268,3.5
5767,4073,1199,3.5
5767,17538,1199,4
5767,1622,394,3.5
3592,24905,1199,4
3592,727,263,4
3592,19960,1199,4.5
3592,20478,1199,4.5
3592,37518,14879,3.5
3592,5441,1199,4
3592,16074,1199,5
3592,28350,3268,3.5
3592,17538,1199,4
3592,43091,16386,3
3592,34146,1199,4
5037,16074,1199,3
4223,7463,1199,4.5
4223,47658,1199,4.5
4223,49391,395,4
4223,35036,1199,4.5
4223,24059,3268,4.5
4223,47695,14879,4
4223,3824,1417,3
4223,45132,14756,4
4223,14454,395,3
4223,24905,1199,3.5
4223,21822,1199,3.5
6294,39299,3268,4
5657,11757,1199,3
89,5441,1199,4.5
89,21822,1199,5
3866,34146,1199,4
7080,17538,1199,4
7080,16074,1199,4.5
7080,1504,568,4.5
776,69894,1199,5
2249,19960,1199,5
2249,7348,1199,4
2249,33644,14879,4.5
971,24905,1199,2.5
971,5441,1199,4.5
971,429,1,2.5
971,16074,1199,4
971,7463,1199,3.5
3864,8422,3282,3.5
3864,19960,1199,4
3864,3824,1417,3
3864,10001,14,4
3864,28350,3268,3.5
3864,11757,1199,4.5
3864,25414,1075,4.5
5322,34808,13905,4
5322,21556,568,3.5
5322,5441,1199,4
5322,3939,1417,4
5322,25049,765,3.5
5322,16074,1199,4
5322,17538,1199,3.5
5322,27596,765,2
5322,4904,1417,4
5322,24905,1199,4
5322,7675,3268,3.5
5322,13350,3268,4
5322,1504,568,4
5322,23474,1199,3
5322,27597,765,3
5322,11757,1199,4.5
5322,18533,765,2.5
918,20478,1199,5
918,7463,1199,4
6091,16115,1199,4.5
6091,1504,568,4
6091,35036,1199,4.5
6091,429,1,3.5
615,11757,1199,5
8239,1598,60,4.5
3531,966,365,4
6691,25852,1199,4.5
6691,7694,3282,3.5
69,45878,14,4
8317,1557,577,5
16,56735,2055,3.5
16,26012,807,4.5
1301,11757,1199,4
98,17538,1199,4.5
3636,3606,1315,5
3636,4904,1417,4
3636,1554,568,2.5
3636,1018,263,3.5
3636,51426,5752,4
3636,4920,1315,4.5
3636,727,263,4.5
3636,29145,263,5
3636,16122,2430,4
3636,1324,263,5
3636,727,263,3
983,27597,765,3
983,3606,1315,3.5
983,966,365,4
983,19960,1199,4
983,36376,13905,3.5
983,54216,8802,3.5
983,20470,394,4
983,38261,6272,3.5
983,11757,1199,4
983,27596,765,4
983,4073,1199,4
983,30372,13831,3.5
983,959,365,4
983,17538,1199,4.5
983,41315,765,4
983,16818,6272,4
983,25468,568,4
983,30682,765,3.5
983,7694,3282,4.5
983,53159,765,4.5
983,8274,765,3
983,38552,765,3.5
983,37650,13831,2
983,31630,765,4.5
983,20818,1075,4.5
983,16073,1199,4
983,29145,263,4.5
983,16115,1199,4
983,1154,394,4.5
983,25103,365,4
983,2784,765,4
983,21607,765,4
983,32374,1386,4
983,178,60,3
983,37518,14879,4
983,5441,1199,5
983,49271,13905,4
983,31790,6272,4
983,11757,1199,4.5
983,962,365,2
983,8422,3282,4
983,33644,14879,4.5
983,37506,13905,3
983,4904,1417,4.5
983,1324,263,3.5
983,21217,6272,4
983,22907,453,4
983,4014,1315,4
983,29687,395,3.5
983,26686,765,4.5
983,25852,1199,2.5
983,3939,1417,4
983,16074,1199,4
983,54361,765,2.5
983,961,365,4
983,21704,263,4.5
983,1504,568,5
983,1554,568,2.5
983,31704,13905,4
983,25852,1199,4
983,34808,13905,4
983,727,263,2.5
983,38866,765,1
983,21822,1199,4.5
983,38865,765,3.5
983,1018,263,4
983,31705,13905,3
983,30371,13831,4.5
983,8590,765,3
983,35717,365,4
983,7463,1199,3.5
983,34146,1199,4.5
983,4373,1386,4
983,429,1,4
983,18968,6272,4.5
983,960,365,4
205,7463,1199,2
205,1550,394,3.5
205,5411,394,4.5
205,20539,394,4
2890,48466,3282,4
785,436,163,3
785,1542,576,2
785,34590,365,3
6453,23474,1199,4
6453,429,1,4
6453,7463,1199,3.5
6453,29145,263,4.5
6453,39299,3268,3
6453,20478,1199,4.5
6453,16115,1199,5
6453,4073,1199,3
6453,19960,1199,4.5
6453,22450,3268,3
6453,5441,1199,4.5
6453,16074,1199,5
6453,13350,3268,4
6453,1504,568,4
6453,24059,3268,4
6453,7675,3268,3
6453,28350,3268,4.5
7712,436,163,2.5
2229,64840,24447,4.5
3302,13350,3268,5
3302,436,163,2.5
3302,429,1,3.5
3302,3824,1417,4.5
3302,7675,3268,5
2912,16638,3268,3.5
2912,41778,10541,4
2912,48466,3282,4.5
2912,60511,1199,4
2912,35036,1199,4.5
5839,13350,3268,4
3850,19960,1199,4.5
8069,1324,263,4
8069,1018,263,5
8069,436,163,3.5
8069,1525,568,4.5
3478,20470,394,1
4235,34146,1199,5
4235,37403,1199,4
4235,47659,1199,4.5
4235,33624,14879,4.5
4235,36670,394,4.5
4235,34361,394,4.5
4235,32371,2446,4.5
4235,43893,7402,4
4235,1018,263,4
4235,25101,2446,4
4235,25414,1075,4
4235,13282,2446,3.5
4235,28350,3268,4
4235,47658,1199,4.5
4235,51710,1199,5
4235,10785,1075,4
4235,41503,394,4.5
4235,5487,2098,4
4235,41881,13905,4
4235,25852,1199,4.5
4235,8950,2446,3.5
4235,47658,1199,4.5
4235,23474,1199,4
4235,46317,1199,5
4235,11757,1199,5
4235,37952,2446,4
4235,48911,1199,4.5
4235,24082,394,4
4235,11757,1199,5
4235,14592,2446,4.5
4235,2740,860,3.5
4235,4014,1315,4
4235,2719,860,4
4235,20478,1199,4.5
4235,35036,1199,4.5
4235,3003,395,4
4235,19960,1199,5
4235,10784,1075,4.5
2825,54908,12224,4
7304,20470,394,4
597,24059,3268,2.5
3466,1324,263,4
3466,19960,1199,4.5
3466,60511,1199,4.5
3466,11757,1199,4.5
1961,19960,1199,3
3273,7348,1199,4.5
3273,20539,394,4
3273,11757,1199,4.5
3273,5441,1199,3.5
3273,33644,14879,4.5
3273,48911,1199,3.5
4826,1622,394,4.5
4826,16074,1199,4
4826,3824,1417,2
4826,37518,14879,5
2285,19960,1199,4.5
5627,436,163,4.5
1840,1550,394,4
1840,5441,1199,2.5
1840,11757,1199,3.5
1840,20470,394,4
1840,1622,394,3.5
7476,27586,2430,2.5
7050,2106,394,4
622,5441,1199,5
1703,33644,14879,4.5
1703,34146,1199,4.5
1703,62765,1199,3.5
1703,11757,1199,4.5
1703,19960,1199,5
1703,7463,1199,4
3319,1504,568,4.5
1845,7348,1199,4
1845,7463,1199,3
1845,20478,1199,5
1845,34146,1199,4
1845,21822,1199,4.5
1845,1622,394,3
1845,16074,1199,3.5
1845,4073,1199,5
1845,17538,1199,3.5
1845,60511,1199,4.5
1845,35036,1199,4
1845,5441,1199,4
1845,16074,1199,3.5
1845,11757,1199,5
1845,48911,1199,4
4588,25414,1075,3
4588,35717,365,3
4588,48525,365,4
4802,11757,1199,4.5
7389,429,1,4.5
7389,25656,9020,4
7389,17094,9020,3.5
7764,11757,1199,3.5
7317,1324,263,2.5
7317,1018,263,4
7317,4904,1417,4.5
7317,3939,1417,4
7317,429,1,4
7317,727,263,4.5
2595,16073,1199,2
6254,36670,394,4
247,67508,24486,3.5
247,61417,23246,4
247,51721,2554,3
247,1324,263,3.5
247,66769,13228,3.5
247,48555,21516,3
247,66818,23246,4.5
247,62884,23246,4
247,40342,13228,3.5
247,49718,13228,4
247,36367,13670,2.5
247,69866,23246,4
247,727,263,4.5
247,45555,13228,3
247,45116,2554,3.5
247,66603,21516,2
247,72146,23246,4.5
247,48047,2554,3
247,61425,23246,3.5
247,66619,21516,3
247,69677,23246,4.5
247,4920,1315,4
247,53779,14879,3.5
247,51842,13228,3.5
247,48556,21516,3
7029,20470,394,4.5
7884,429,1,3
180,7348,1199,4.5
180,1324,263,4.5
180,11757,1199,5
180,60511,1199,4
180,20478,1199,4
180,19960,1199,5
180,21822,1199,4
180,17538,1199,3.5
2522,62342,568,3.5
7394,17538,1199,2
2564,7463,1199,4
6950,5756,14,3.5
6950,31912,14,4
6950,8424,14,4.5
6950,16083,14,3.5
6950,23406,14,3
6950,1620,394,4
6950,1154,394,4
6950,31705,13905,2.5
6386,1622,394,3.5
6239,19960,1199,5
6239,966,365,4
7253,12155,6277,4.5
7253,32780,12224,3
6247,37518,14879,5
2725,34146,1199,4.5
2725,35036,1199,4.5
4869,429,1,4.5
4869,21556,568,3
4869,1542,576,3.5
4869,1504,568,4
7663,429,1,5
7663,14241,4103,4
7663,2572,807,4.5
7663,1414,163,1
